,Date,User,Text
410,September 20,dino001,"houdini2 said:
My question is, who just walks in off the street and decides to buy a car on the spot? If I want/need a car, I know the car I want and how I want it equipped and a good idea of a fair price before I ever talk to a salesman. The only variable we have to nail down is the price. Fair price and I'm sold, whether I'm dealing with a super salesman or a newbe.
Lots of people don't really know what they want or need and they can be talked into buying stuff they didn't even think.
2018 430i Gran Coupe"
411,September 20,graphicguy,"houdini2 said:
My question is, who just walks in off the street and decides to buy a car on the spot? If I want/need a car, I know the car I want and how I want it equipped and a good idea of a fair price before I ever talk to a salesman. The only variable we have to nail down is the price. Fair price and I'm sold, whether I'm dealing with a super salesman or a newbe.
Have you met @breld?
2018 Acura TLX SH AWD ASpec"
412,September 20,stickguy,"the dealer always takes the sticker off. I have never had a car delivered with it still on the window. Though they always give it to me with the rest of the paperwork.

I have seem them taken off on demos, etc. But still in the car, and sometimes stuck back on the window. I think the dealer can also print out a replacement as needed.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
413,September 20,houdini2,"dino001 said:
show previous quotes

The law is federal.

https://en.wikipedia.org/wiki/Monroney_sticker

So the only way for them to do it is lawfully, if the sticker was generated at port/distribution center (when the vehicle is technically still in the possession of the manufacturer or his agent), or the lamination on the outside. Removal by anybody else than the owner is against the law. Kind of like that mattress sticker. If what you say is happening and they get removed before the customer signs papers, somebody should call the state AG.
I don't think we have annexed Canada just yet."
414,September 20,snakeweasel,"
We could always resurrect General Hull.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
415,September 20,driver100,"graphicguy said:
Lincoln Nautilus....makes me think of a wallowing vehicle. Not sure that's the marketing impression they were going for.
Sounds too much like the Lincoln Nauseous.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
416,September 20,dino001,"stickguy said:
the dealer always takes the sticker off. I have never had a car delivered with it still on the window. Though they always give it to me with the rest of the paperwork.

I have seem them taken off on demos, etc. But still in the car, and sometimes stuck back on the window. I think the dealer can also print out a replacement as needed.
The'd take it off at the time of prep. At this point you presumably signed your papers, the car is your and they have your implied permission to take it off, as you obviously don't want to drive with it. They hand it to you, so by law ""you"" took it off and they were just your agent at that point. (you got your dealer's fee worth ).

Demo is different - most of the time it's a used car, already titled. Sometimes not, but then it's a bit tricky. There may be some exemptions for that, as it's covered by the manufacturer's. Never bought one, so I don't know. Not even sure how the original warranty works on an untitled demo with 5K miles on it. I don't think they can print replacements at the dealerships. The Monroney sticker law was aimed to prevent exactly that, as in the past dealers would do all kinds of shenanigans, making consumers think the MSRP was different.
2018 430i Gran Coupe"
417,September 20,dino001,"I never let anybody push me into a payment conversation. I think the best way to make the pesky salesman to go away is to say you think the competition has a better product and you need to check it out.
2018 430i Gran Coupe"
418,September 20,driver100,"abacomike said:
show previous quotes






 .




Great responses. To sell, you have to find out if there are objections....and then have an answer that solves it.
Another thing is to try to ask a question that has to be answered with more than a 'NO"". For example, rather than asking can I help you today, ask, is there a particular model you are looking for? NO, ends the conversation, a good question opens up the possibility of a conversation.

2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
419,September 20,driver100,"
I would be as honest as possible, and say, ""I am considering this model, but I want to compare it to an X or even an X and Y"". And that is a very fair and reasonable thing to say.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
420,September 20,bwia,"abacomike said:
show previous quotes


  Examples of possible responses are:

1 Well, I need my wife here to decide
2 I don't have my checkbook
3 I have 4 more payments left on my lease
4 I really wanted leather seats..or..etc.
5 Well, I am really just looking
6 The car is for my daughter
7 Yes!

Answers 1-6 are objections to buying now.  It means the salesman must eliminate all objections except the price before he can proceed.  

1 Here’s the Keys- Drive It home and let her see it.

2 A credit card is fine or we have an internal draft you can sign until you bring in the check

3 I can take care of those remaining payments by buying the car from the leasing company

4 I have a car in stock exactly the way you want it equipped with leather seats “or” I can get that exact car by tomorrow morning 

5 No problem.  We have the car you want and I know we can price it right where you want to be.  How much did You want to pay?  $600 a month?  I know I can get it st that price or possibly less.

6 Let’s Drive the car to your daughter and have her test drive the car to see if it fits her needs.

7 OK, let’s see what I can do with management to get your price.

There are other approaches - but once you have a selection of a desirable vehicle, negotiations begin.  Without a solid selection, you have nothing.


Mike, thanks for the Master Class. This is truly the art of the deal. Come to think of it I don't remember any car salesman trying these tactics on me."
421,September 20,venture,"abacomike said:
show previous quotes





  Examples of possible responses are:

1 Well, I need my wife here to decide
2 I don't have my checkbook
3 I have 4 more payments left on my lease
4 I really wanted leather seats..or..etc.
5 Well, I am really just looking
6 The car is for my daughter
7 Yes!

Answers 1-6 are objections to buying now.  It means the salesman must eliminate all objections except the price before he can proceed.  

1 Here’s the Keys- Drive It home and let her see it.

2 A credit card is fine or we have an internal draft you can sign until you bring in the check

3 I can take care of those remaining payments by buying the car from the leasing company

4 I have a car in stock exactly the way you want it equipped with leather seats “or” I can get that exact car by tomorrow morning 

5 No problem.  We have the car you want and I know we can price it right where you want to be.  How much did You want to pay?  $600 a month?  I know I can get it st that price or possibly less.

6 Let’s Drive the car to your daughter and have her test drive the car to see if it fits her needs.

7 OK, let’s see what I can do with management to get your price.

There are other approaches - but once you have a selection of a desirable vehicle, negotiations begin.  Without a solid selection, you have nothing.




It seems some salespeople think they can tell if someone is a serious buyer.

A few years ago I went to look at the previous model Ford Fusion. A former friend of mine was selling Fords so that made it easy.

When I showed up at the dealership he had one of the assistants they had there take me out in his demo Fusion. It was a used car he was driving at the time. It said ""9 miles to empty"" on the gas gauge and the brakes were shot. You had to pump them to stop.

He just didn't seem interested so I left.

A year or so later he made a comment that I wasn't a serious buyer then. He couldn't have been more wrong. I bought a Buick Regal 2 days later.

It makes you wonder how often this happens and how many sales are lost because a salesperson is a know-it-all.
2018 Legacy 3.6R, 2015 Crosstrek, 2015 Forester"
422,September 20,karhill1,"Why would any knowledgeable car buyer allow a car sales person to engage them in a discussion which the sales person intends to use to eliminate and/or identify perceived ""objections""?

The single most important component of a solid buying strategy is for the buyer to assume control of the process. An essential part of assuming control is control of the discussion."
423,September 20,abacomike,"
Determining whether a customer is a buyer or not is not the single most important element in sales.  The most important element is developing a relationship with the customer.

Just because a customer comes into the showroom and states they are just looking or they are comparing brands is not important.  The job is to turn that looker into a future customer who will come back asking for you.

I can’t tell you how many “lookers” have bought cars from me that first visit - it’s because I was interested in what they wanted or needed or just providing him/her with honest and truthful information.  It’s developing a relationship with the customer.
2018 Mercedes S450"
424,September 20,abacomike,"karhill1 said:

Why?  Because that is how sales are made, karhill.  Most customers are not as aggressive as you claim they are or should be.  Whenever I would greet an aggressive or cocky customer, I just relaxed and let him control things until I had developed a relationship.  Rather than fight him, i just relaxed.  If I felt I was being “run over” by a customer, I let him “run me over” until he satisfied himself that he was in total control.  That is the way to deal with aggressive buyers.  Provide answers to his questions and if the interactions became overwhelming, I just thanked him for coming in.

Obnoxious customers are different.  They not only want control, but are nasty and antagonistic.  Those are the ones I just let the sales manager handle when I sold cars.  When I was a sales manager, if they continued their “run me over” attitude, I just gave them the name of a competing dealership and showed them the door.

But those cases were few and far between - thank goodness.
2018 Mercedes S450"
425,September 20,snakeweasel,"
Everyone is a payment buyer, the question is how many payments are they going to make?
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
426,September 20,snakeweasel,"karhill1 said:

The customer always has control, they are the one who decides if there will be a sale or not. The salesman can control the conversation all he wants, I control the sale.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
427,September 20,dino001,"

Everyone is a payment buyer, the question is how many payments are they going to make?
Not really. The real questions are how much do you want for the car, what's the cost of the money (if applicable) in a particular form of financing, and how much will you give me for my car, if I trade in. The payment will come out of that automatically and in places I have bought my cars the don't make ""math errors"" at F&I. If they did, that would be end of discussion. I could afford twice or now even thrice the payment that is appropriate for a vehicle and term I'm seeking (not that it would be a good idea), so discussion of $XX per month is completely irrelevant to me.

""Afford"" is never a question to me for the vehicles I'm buying - I figure that way before I come to a place, it's only how much do you will sell it for, so all that discussion on Youtube, while entertaining, makes no difference to me - other than any attempt like that would make me walk away after couple of minutes. I suspect though, really good salesman/closer would know that, so they'd keep things on target. Especially, considering that I'm not overly ""greedy"" on my expectations. I won't let them push me into excessive markups, but I don't need a ""deal of a Century"" to close, either. And ""per month"" screamer offers really annoy me, especially if they don't disclose enough pertinent details (which always is the case). I remember once a young Mazda guy (long time ago) insisted on them to pencil me an ""offer"", after I just wanted to test drive it. I had another 30 minutes to kill, so I said OK. Then he brings that magic XX/month for 60 months on some form. So I ask him what's the interest rate, ""I don't know"", show me components for this number, he stared at me like I just asked him to write a Shrodinger's equation. I knew that was it, so I thanked him for his time. He was still asking ""is the number OK?"", I was like ""I don't know enough to say"". I wasn't buying anyway, but the approach to business told me this was NOT the place I wanted to go, if actually shopped for Mazda.
2018 430i Gran Coupe"
428,September 20,roadburner,"abacomike said:

Determining whether a customer is a buyer or not is not the single most important element in sales.  The most important element is developing a relationship with the customer.

Just because a customer comes into the showroom and states they are just looking or they are comparing brands is not important.  The job is to turn that looker into a future customer who will come back asking for you.

I can’t tell you how many “lookers” have bought cars from me that first visit - it’s because I was interested in what they wanted or needed or just providing him/her with honest and truthful information.  It’s developing a relationship with the customer.
I treated every person that walked into our showroom as a potential buyer in that I gave everyone the same amount of attention and respect. My second sale was to a couple that were ""just looking"" to replace their totaled E46 M3; they test drove an M240i and at the end of the test drive decided to buy it on the spot. What was really kind of funny was that the salesman who usually exceeded his targets every month had a couple coming in to look at the same car. They rolled up just after my NCM accepted my customers' offer. The other customers didn't have a deposit on the car so they only got a quick glance at it before I drove it to the detail bay...

Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
429,September 20,roadburner,"abacomike said:
Obnoxious customers are different.  They not only want control, but are nasty and antagonistic.  Those are the ones I just let the sales manager handle when I sold cars.  When I was a sales manager, if they continued their “run me over” attitude, I just gave them the name of a competing dealership and showed them the door.

But those cases were few and far between - thank goodness.
Same here; the thing was, those obnoxious jerks could get a fantastic deal and they would still trash you on the survey, so for me it just wasn't worth it.

Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
430,September 20,stickguy,"Number one (gotta talk to the wife) is my go to excuse. Though I did have a dealer tell me to take a car home overnight. That was fun.

That has a name. It’s called the “ puppy dog close”
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
431,September 20,dino001,"roadburner said:
show previous quotes


Same here; the thing was, those obnoxious jerks could get a fantastic deal and they would still trash you on the survey, so for me it just wasn't worth it.
A**holes are everywhere, customers, salespeople, managers. It's quite funny. I know the type - the world is out to get them, constantly unhappy, constantly smelling a conspiracy. However, I do keep my guard in places I described before (some of those ""popular"" brand dealership). Those places bring worst in people on both sides. They breed not only bad sales and managing staff, they also breed bad customers. Many people would become combative and nasty after experiencing enough of that stuff over there that they won't believe that other places can do business a different way. If you are a Honda buyer in Tampa Bay, for example, you simply have no choice but endure this boiler room environment, if you want to buy one. The curse with them is that the product is good enough for people to take that abuse - especially that stored of their direct competitor, Toyota, is not much better, or can be worse. Buy three-four Hondas or Toyotas that way and you believe everybody else is like that.

BTW, there were some other outfits in the area that were even worse, literally criminal. The most infamous was thank God defunct Bill Heards Chevrolet. You read stuff you can't even believe was possible. I only think those people who used to work in place like that - how they slept at night and looked at the mirror in the morning.
2018 430i Gran Coupe"
432,September 20,graphicguy,"@abacomike ...only when you have a solid selection, the negotiations can start....

Mike....could not agree with you more. If the selection isn’t done, or you’re just kicking tires on more than one car, nothing’s going to happen.

I can’t tell you how many sales people have tried to close me in the lot while I’m browsing several cars.

Some examples...

“You buying today?”-I dunno.....I’m not sure you have anything I want.

“This is a great car for families. Yours would love it”.-The car would be only for me.

“The car you’re looking at is one of our most popular colors”-I’m not very fond of it.

“Let’s fill out a credit app to save you time”.-Ummmmm.....let’s not. I don’t even know if you have what I want.

The list goes on and on. All resulting in a “no sale”.
2018 Acura TLX SH AWD ASpec"
433,September 20,graphicguy,"karhill1 said:
Why would any knowledgeable car buyer allow a car sales person to engage them in a discussion which the sales person intends to use to eliminate and/or identify perceived ""objections""?

The single most important component of a solid buying strategy is for the buyer to assume control of the process. An essential part of assuming control is control of the discussion.
Old school thinking. The old “I’ll control the sales process”. If control is what you want, roll into the showroom with a wad of Benjamins and yell to anyone who will listen “who wants to sell me a car?”.

You want to waste time? Keep trying to work towards controlling instead of getting the car you want at the deal you want.

I’ve said this time and again, if you walk into the dealership thinking you’re going to grind, you’ll lose.

1. You don’t know the price you’re going to pay before you walk in the door because you’re focused on grinding that last $50 instead of what you’ll be spending overall

2. What you save on the front end, you’ll give away on the back end.

For the last 15-20 years, I figure out what the car is worth and what it can be sold for. I add in my “pre-figured” tax, title and license fees. And, then present that number to the sales person/manager. They can either accept it or reject it. If they reject it, I move on. If they accept it, I just bought a car.

They get ONE NUMBER. I don’t care what their doc fee is. I don’t care what addies they may try to charge for. There’s no bumping for extraneous fees in F&I. The number is the number.

Negotions are easy. No stress. I’m happy with the deal (since I penciled it) and the dealer is happy with the deal (since they accepted it). It’s quick, too.
2018 Acura TLX SH AWD ASpec"
434,September 20,berri,"Number one (gotta talk to the wife) is my go to excuse.

When i was growing up there was this radio spot on WLS for I believe Arnie Yussim (or something like that) Chevrolet where he says, ""I'd like to give 'em away, but the wife won't let me"""
435,September 20,jipster,"
How you like the Regal? It's on my list. :-)"
436,September 20,jipster,"

Everyone is a payment buyer, the question is how many payments are they going to make?
LOL. Cars aren't free, are they snakie? ;-)"
437,September 20,snakeweasel,"
Well unless the dealership is giving away cars everyone is a payment buyer, even if it is just one payment. 

Personally I really don't care how they come up with the numbers, in the end all that matters is how the cash flows. If I want that new Sludgemobile LX and my research shows that $25K is a real good price and I will put down $5K and I can get a 48 month loan at 4% then I know my monthly payment would be $502.95 a month (presuming 8.5% sales tax and $150 for tags). Now if they come up with that monthly payment or less why should I care how they got it? It still meets or beats what I figured out was a good deal. If they give me the car for free charge me $6K in doc fees and charge me 363.5% interest for 48 months I'm still at the $502.95 a month.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
438,September 20,dino001,"Today it really is much easier, as you can see the inventory on line, so you can figure out real price before walking in. It wasn't as easy years ago, you didn't know what they had and the range of prices is too large to come with ""one number"", unless you come with exact configuration in mind and you either hit it or not. Otherwise, you'd need some formula to figure it out on the spot.

I was fortunate not to run into too many ""buy today"" people. Probably because I stayed away from those places, but most likely they almost never had the configuration I wanted. My taste has always been ""off the mainstream"".

For example, last time I bought my 430, I came to a Volvo place, as I considered red V60 wagon, R-trim. But they don't have a single V60-R in stock, other dealers in the area may have couple in black or white. They have S60 sedan in the same engine trim. I ask them to show it to me and I want to test drive it. I'd mention multiple times during the test drive that I'm also considering 430, I would tell them what I like, what I don't and I still have things to look at. We talk enough details so they know I didn't come to joyride, I'm really looking into it, most likely an order. We may even mention pricing (their usual opening salvo is MSRP, or something like 1000 bucks off). I may discuss it further, or not, depends on my mood. There is no room for ""close today"" in this whole conversation no matter how much they may try and they know they'd likely lose the sale if they started the whole dance and push right now. We shake hands, I take the card and keep contact until decide. I'd do that in two-three dealerships per model, as there is always something new to learn about the car each time. Once I decide what, I take an offer from one dealer away, so I know I have somewhere to go and I go to the frontrunner. I strike the deal based on that offer with an extra concession, but nothing outrageous, they agree fairly quickly. It most likely leaves something on the table, but I don't care. I let the rest know it's over, I owe them that much.
2018 430i Gran Coupe"
439,September 20,PF_Flyer,"
So... just as an example, someone born in 1900 would add their age, 118, to their birth year and get 2018. Well...yes... because addition works. It also worked EVERY year. Same with someone born in 1954, who would turn 64 this year 1954+64=2018... but also in 1969 when they turned 15, 1954+15 =1969

This ""once in a thousand years"" thing sure happens a lot
Edmunds Moderator

Need some roadside assistance? pf_flyer@edmunds.com - or send a private message by clicking on my name.

Just purchased or leased a vehicle? Share your vehicle reviews

PF_Flyer's 2014 Versa Note Long Term Blog
How To Start Your Own Long Term Blog"
440,September 20,carnaught,You’re just adding how many years ago you were born to the year you were born to get the current year. Not rocket science when you think about it.
441,September 20,venture,"jipster said:
show previous quotes






































It seems some salespeople think they can tell if someone is a serious buyer.

A few years ago I went to look at the previous model Ford Fusion. A former friend of mine was selling Fords so that made it easy.

When I showed up at the dealership he had one of the assistants they had there take me out in his demo Fusion. It was a used car he was driving at the time. It said ""9 miles to empty"" on the gas gauge and the brakes were shot. You had to pump them to stop.

He just didn't seem interested so I left.

A year or so later he made a comment that I wasn't a serious buyer then. He couldn't have been more wrong. I bought a Buick Regal 2 days later.

It makes you wonder how often this
How you like the Regal? It's on my list. :-)



I liked right up to the time a girl t-boned it and totaled it.
2018 Legacy 3.6R, 2015 Crosstrek, 2015 Forester"
442,September 20,stickguy,"Snake, that’s how I work lease shopping. The ultimate payment deal. I pick the hard point items (months, DAS and miles), and research to figure out what a good lease payment is, then shop that. Real easy. If my aggressive goal is say $250/mo, and the dealer offers $249.95, sign the papers. How they make it work is up to them.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
443,September 20,snakeweasel,"
You got it right Arnie Yusim Chevy. On north Broadway if memory serves.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
444,September 20,Michaell,"That year born plus age thing doesn't work for me.

I'm 54, born in 1963, so 2017.

Guess that makes me special.
MODERATOR

2016 VW Jetta 1.4T SE / 2015 Subaru Outback 3.6R / 2014 MINI Countryman S ALL4

Need help navigating? michaell@edmunds.com - or send a private message by clicking on my name.

Share your vehicle reviews"
445,September 20,Mr_Shiftright,"explorerx4 said:
@bwia,
MKC is also getting renamed; Corsair.
Sounds like ""Corvair""---not good.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
446,September 20,Mr_Shiftright,"stickguy said:
Number one (gotta talk to the wife) is my go to excuse. Though I did have a dealer tell me to take a car home overnight. That was fun.

That has a name. It’s called the “ puppy dog close”
Exactly. Family gets attached, neighbors admire it. You're sunk.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
447,September 19,houdini2,"jmonroe1 said:
show previous quotes
Sorry to hear about the damage but happy to hear that he and his wife are fine otherwise. The next time you talk to that wimp, tell him to get his @ss in here and post to us face to face. I have some unfinished business I'd like to settle with him and the sooner the better.

BTW what ever happened to @houdini1? Maybe he and @jmonroe are in Edmunds Heaven or something like that.

jmonroe
Yep, I am sure those two are someplace like that !"
448,September 19,nyccarguy,"@houdini2 - Thanks for the update on Richard and his wife.  I’m glad they’ve weathered the storm ok!  Please send my best!
2001 Prelude Type SH, 2015 Infiniti Q40 AWD, 2017 Honda Pilot Touring AWD"
449,September 19,PF_Flyer,"Do I count as having Florence damage too?

We've had something north of 25"" of rain since June 21, so I'm pretty sure my chestnuts are going to be BIG this fall. But that makes the branches pretty heavy, and Monday night/Tues morning the storm reached us with a lot of rain and some wind. Nothing HUGE mind you, but enough to snap off about a 4"" branch


Edmunds Moderator

Need some roadside assistance? pf_flyer@edmunds.com - or send a private message by clicking on my name.

Just purchased or leased a vehicle? Share your vehicle reviews

PF_Flyer's 2014 Versa Note Long Term Blog
How To Start Your Own Long Term Blog"
450,September 19,oldfarmer50,"iluvmysephia1 said:
All right, you guys. Maybe I'll just hold on to the Soul and forget about trading in at all. Are you all satisfied now? Just kidding. Hey, aren't you guys appreciating that I'm discussing each and every detail of my car search with you? I thought we were all friends.

BTW - I did not like the show 'Friends' starring Jennifer Aniston and David Schwimmer. I was pretty neutral on it. I thought it was kind of a dopey show that garnered way too much praise.


I'll leave you with this, because the '17 Nissan Sentra SR Turbo 6-speed has entered in to the mix once again.



I for one think you SHOULD keep the Kia. Others are right, that is not a car that dealers covet because of the milage.

In my area 2011 Souls are going for $5k to $7k with 100k miles. Even at the low end you can cover your loan and then some.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
451,September 19,oldfarmer50,"roadburner said:
show previous quotes


I was stuck in an Altima rental for a couple of days. No thanks.
Altima is no M2 butfir what it is I really liked it. Can't speak for it's build quality though. My BIL's 2004 had holes in the floor after 11 years and 120 miles.

One of the reasons I don't always listen to the reviewers is because different people desire different things. Sometimes a car just ""feels"" right even if it took a hit in the press for a poorly placed knob or lack of the latest electronic toy.

I got that feel from the Altima, the Focus and strangely enough, the Soul. Maybe iluv and I have similar tastes to the point that I can dump my wife's car on him.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
452,September 19,oldfarmer50,"pensfan83 said:
Regarding the Altima it's a solid, if unremarkable car and I'm sure the versions in rental fleets are completely different than ours which is fully loaded. I'm not going to romanticize it by any means but we've had no problems with it through 4 years and I don't hate having to drive it. That being said my wife has grown fond of taking my car on days I work from home so I expect whatever replaces it, SUV or sedan and more likely the former, to be a more engaging drive.
Enterprise owns most trim levels, some pretty high end.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
453,September 19,oldfarmer50,"
Glad tohear that. I hope he's recovered from his other troubles as well.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
454,September 19,oldfarmer50,"PF_Flyer said:
Do I count as having Florence damage too?

We've had something north of 25"" of rain since June 21, so I'm pretty sure my chestnuts are going to be BIG this fall. But that makes the branches pretty heavy, and Monday night/Tues morning the storm reached us with a lot of rain and some wind. Nothing HUGE mind you, but enough to snap off about a 4"" branch


You shouldn't give jmonroe such an opening by talking about your big Chestnuts.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
455,September 19,explorerx4,"The Nautilus is a MCE of the MKX.
Aviator will be all new.
2017 Ford Fusion SE 2017 Ford F-150 Limited"
456,September 19,driver100,"Michaell said:
show previous quotes
Thanks for the update on Richard. I was worried about them with the storm.
+1 to Richard....- Stirlingdog
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
457,September 19,driver100,"jmonroe1 said:
show previous quotes


It probably wasn't Black.

jmonroe
Jmonroe thought a black Altima was a good pick-up cars....seems it was a chick magnet.
I don't know if jmonroe1 would do as well...being a second banana.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
458,September 19,bwia,"
Richard, when it rains it pours. Stay dry my friend and stay safe. "
459,September 19,driver100,"
show previous quotes






You should watch the Good Samaritan videos on YouTube--there are plenty of people who help others when they are helpless. It'll put you in a good mood! Works for me.

I think the ""priest"" refers to either another Jewish sect. A ""Levite"" also walked past, and that is a Jewish tribe.

I looked up the story, since I don't know much about the bible. Actually, a priest didn't help, a Levite didn't help, but, a third guy did help and he is a good neighbor. So, there are some good people out there too!
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
460,September 19,dino001,"driver100 said:

I looked up the story, since I don't know much about the bible. Actually, a priest didn't help, a Levite didn't help, but, a third guy did help and he is a good neighbor. So, there are some good people out there too!
The point is the those three were presented in the descending order of their social standing in those times and Samaritans (third guy) were generally despised by Jews as low class intruder barbarians (sounds familiar?), so the point of the parable was even stronger, especially in an ancient society, where social standing was everything.
2018 430i Gran Coupe"
461,September 19,bwia,https://forums.edmunds.com/post/quote/18576/Comment_5254542
462,September 19,explorerx4,"If the Good Samaritan was a parable told by Jesus, Christian religions didn't exist yet.
2017 Ford Fusion SE 2017 Ford F-150 Limited"
463,September 19,ab348,"Maybe it’s just me, but I’m not convinced that Nautilus is a great name for a vehicle. 
2017 Cadillac ATS Performance Premium 3.6, 1968 Oldsmobile Cutlass S Holiday Coupe"
464,September 19,abacomike,"
It was good enough for Jules Verne and even the US Navy - submarines are vehicles, aren’t they? 
2018 Mercedes S450"
465,September 19,Mr_Shiftright,"
You thinkin' what I was thinkin? Sinking into the depths?
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
466,September 19,explorerx4,"The Nautilus is a highly recognizable name.
Jules Verne, first nuclear submarine and first to travel under the North Pole.
It also reminds me of this.

2017 Ford Fusion SE 2017 Ford F-150 Limited"
467,September 19,bwia,"Today the whole world is the same age!
 Today is a very special day. There's only one chance every 1,000 years.

Your age + your year of birth, every person is = 2018.

Its so strange that even Chinese and foreign experts cant explain it!

You figure it out and see if its 2018. Its a thousand-year wait! Good shot! "
468,September 19,abacomike,"
At the very beginning of this YouTube training presentation, what the trainer did was to identify objections to purchasing the car.  What he said was, “...if I understand you correctly, aside from the payment of $600 per month for 60 months, is there anything else keeping you from buying the car...?” or something very close to that.  What he is trying to do is teach the salesmen about identifying objections to buying the car and dealing with those objections.  He even mentioned to the buyer about having selected the right car.  This is intended to isolate the main objection to make sure you are dealing with the one reason keeping the salesman from closing the deal.  In this scenarios, the only objections to buying the car was the monthly payment.

Now the salesman will go over the selected vehicle and its features to see if an adjustment to the selected vehicle can be made, i.e., a model with less equipment in order to move the negotiations closer to a conclusion.  A car without LED lights might be enough to bring the cost down to $560 a month and even lower to close the deal.

That’s how I trained my salesmen at Infiniti - eliminate and/or identify all objections to making the sale.  If you don’t, you won’t make the sale.
2018 Mercedes S450"
469,September 19,Drivingfool,It works!! Turning 64 soon and born in 1954. 1954+64=2018!!
470,September 19,bwia,"Closing the sale is hardest part of the deal. But how do you identify early in the process whether a person is a serious buyer and not just a browser. 

BTW, that video was meant for @iluv"
471,September 19,bwia,"
Linguistinctly Navigator, Aviator, andNautilus does not sound quite right. But it works under the general theme of adventure by land or by sea."
472,September 19,ab348,"
Now, wait a minute...

Curiously, the same thing happens with every year.

Almost had me though.
2017 Cadillac ATS Performance Premium 3.6, 1968 Oldsmobile Cutlass S Holiday Coupe"
473,September 19,snakeweasel,"
And this unusual how? As long as you already had your birthday that year your age plus your year of birth will always be the current year. So next year your year of birth and your age will be 2019.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
474,September 19,explorerx4,"@bwia,
MKC is also getting renamed; Corsair.
2017 Ford Fusion SE 2017 Ford F-150 Limited"
475,September 20,berri,The former top of the line Edsel I believe
476,September 20,abacomike,"
  Examples of possible responses are:

1 Well, I need my wife here to decide
2 I don't have my checkbook
3 I have 4 more payments left on my lease
4 I really wanted leather seats..or..etc.
5 Well, I am really just looking
6 The car is for my daughter
7 Yes!

Answers 1-6 are objections to buying now.  It means the salesman must eliminate all objections except the price before he can proceed.  

1 Here’s the Keys- Drive It home and let her see it.

2 A credit card is fine or we have an internal draft you can sign until you bring in the check

3 I can take care of those remaining payments by buying the car from the leasing company

4 I have a car in stock exactly the way you want it equipped with leather seats “or” I can get that exact car by tomorrow morning 

5 No problem.  We have the car you want and I know we can price it right where you want to be.  How much did You want to pay?  $600 a month?  I know I can get it st that price or possibly less.

6 Let’s Drive the car to your daughter and have her test drive the car to see if it fits her needs.

7 OK, let’s see what I can do with management to get your price.

There are other approaches - but once you have a selection of a desirable vehicle, negotiations begin.  Without a solid selection, you have nothing.


2018 Mercedes S450"
477,September 19,Michaell,"I've been with State Farm ever since I dropped off my parents' policy after college. I've had a number of claims, as have my step-kids, and I've never had a problem with coverage or payment.

When my step son wrecked his Geo Tracker 5 weeks after his 16th birthday and sent his sister to the hospital in a helicopter, we never saw one bill. From anyone. I suspect that was a $35-50K claim.

Every time I look at alternatives (we have both auto and home through SF), I can't find a less expensive choice.
MODERATOR

2016 VW Jetta 1.4T SE / 2015 Subaru Outback 3.6R / 2014 MINI Countryman S ALL4

Need help navigating? michaell@edmunds.com - or send a private message by clicking on my name.

Share your vehicle reviews"
